daily_limit_mins,current_session_mins,total_usage_today,addiction_level,time_of_day_hr,scroll_velocity_avg,session_depth_pages,next_interval_mins,interruption_type_id
150,87,127,1,19,19.092031319359254,16,2,15
120,88,151,7,8,10.283787534781531,6,1,19
30,85,59,6,4,16.397229688717857,15,1,20
30,177,0,9,17,20.77901229180884,16,2,20
90,30,172,2,11,10.8959663948316,22,6,19
180,168,329,10,1,16.92078674328683,1,3,20
300,102,228,3,20,15.205881363383456,24,1,17
90,167,228,10,22,14.432954161893974,4,1,19
120,33,67,10,5,17.027113324092642,7,10,4
120,45,247,1,4,16.23528969219234,7,2,20
120,93,231,4,20,26.393390120696733,15,1,20
90,152,119,3,10,19.257599041283296,19,2,20
180,68,303,1,6,17.000347681873407,26,2,20
30,16,28,4,18,9.888469201886176,8,35,2
90,33,89,8,9,15.53895765324141,15,10,5
120,131,99,2,6,9.341845955220244,16,4,19
180,137,251,1,6,5.100301660478273,7,1,20
60,13,227,3,8,18.479604833977636,16,8,20
45,71,214,10,14,10.595859885821929,37,1,19
90,34,181,10,18,9.640264955059026,39,1,20
180,166,159,8,12,12.848068123432537,25,4,20
45,169,115,5,10,10.909620047166387,4,2,19
180,161,90,7,6,19.860328778267863,11,3,20
240,79,390,2,22,10.087199102754575,13,1,20
150,130,166,1,12,4.6724915459209715,9,1,20
300,160,17,7,8,16.141887217065587,32,2,20
30,131,138,1,10,14.953484193853239,39,1,20
45,33,27,4,6,16.45801239908871,38,18,3
90,85,7,10,17,17.041901038713164,29,1,16
240,49,236,4,10,16.77048666627477,11,4,4
60,73,223,6,13,16.88451813182573,18,1,20
240,178,416,5,21,17.78051826260546,15,3,19
90,176,11,8,3,20.389712857432226,18,1,20
120,160,57,8,2,12.810891457971524,26,1,20
60,90,143,6,0,17.944346657160267,10,1,20
150,113,297,4,10,23.249741982899,27,1,20
60,58,99,1,15,13.076617107365024,18,3,20
300,64,147,5,17,18.036320105616735,16,7,13
150,86,273,1,2,17.802055527360686,35,1,20
30,42,61,7,9,23.381038802524138,5,2,20
60,10,28,5,5,19.245113723067604,1,42,2
240,12,176,10,11,16.646223207461464,8,27,5
45,32,5,3,0,14.996628059580672,27,18,5
240,97,138,2,1,14.32412873113042,22,1,19
150,68,9,8,13,16.304372534695652,1,4,13
90,21,102,10,11,21.560305816585462,19,4,19
45,73,109,4,11,14.253935761319386,3,1,19
60,77,170,5,9,16.012357274310894,22,2,19
45,23,77,9,9,16.893255916297864,25,1,20
90,50,162,2,2,23.944174309653647,21,1,20
120,45,31,7,16,7.1656547266929,23,6,7
120,123,260,5,22,13.760372133856904,3,1,18
30,167,128,5,22,13.53193060865507,12,1,20
300,61,431,3,11,11.597032752708042,36,1,20
30,86,110,1,21,14.397413619029285,36,1,20
120,130,142,5,12,24.96039972354307,25,2,20
45,66,105,6,17,17.68471473289475,10,2,19
90,121,3,4,2,13.292340386498768,18,1,18
120,146,198,5,18,18.213628360501534,21,1,19
150,122,232,8,9,15.000481259898137,31,1,19
300,172,246,2,21,19.63044223699579,15,2,20
60,149,103,2,10,24.95918279373111,18,1,20
300,163,339,4,21,15.741337208085257,39,4,18
60,151,181,1,3,13.404045688689326,26,2,20
45,47,75,5,6,23.765345749065208,38,1,20
150,76,40,1,9,14.615155939029215,1,7,13
120,118,143,1,9,16.182516847806106,18,1,19
180,43,8,7,10,24.151216586009028,30,3,7
60,113,87,6,7,10.472355644397929,20,1,19
300,151,357,6,17,21.813670444810157,18,1,19
30,40,187,10,1,21.024033103150234,12,1,20
60,138,18,9,10,15.61054148784022,17,2,20
120,134,128,6,15,14.729403372756613,22,1,18
60,119,188,1,19,6.184992222152568,22,2,20
60,64,111,4,22,19.037995401709477,10,1,20
300,147,152,9,21,6.824445366225007,19,1,20
300,65,347,2,20,15.584576819675423,7,2,19
150,81,57,5,8,12.926041885789104,34,2,14
180,55,131,5,10,21.326604721691343,17,7,3
300,46,21,2,6,17.92586375779229,31,11,4
150,45,71,6,0,10.0964559310068,34,1,6
150,97,18,7,20,13.04287856716637,28,3,17
30,53,164,2,1,14.62846981178038,30,2,20
30,163,82,8,12,13.077965305945545,9,1,20
60,113,199,1,10,15.706517142692304,31,1,20
300,7,46,10,8,16.974369499781282,20,32,4
240,136,298,9,4,16.300460400625436,21,1,20
60,77,154,2,8,16.137801186094556,20,1,20
90,39,133,7,8,18.469502307727623,10,1,20
180,107,268,4,15,9.252427433588425,32,1,20
60,28,114,1,13,10.918566402910765,39,8,20
300,179,263,8,10,13.822827374978235,37,4,20
120,128,10,6,4,25.774164953601574,10,1,20
300,138,463,8,22,19.071876217805773,9,1,20
30,39,187,5,9,18.87404499446523,25,3,20
300,65,318,10,21,17.830977176023083,14,2,20
120,128,268,4,17,16.28508678727189,30,1,20
90,171,45,8,21,8.547940485295424,29,1,20
180,119,283,1,19,14.487587474347684,28,1,20
180,103,212,6,14,24.090023239729614,36,1,20
90,91,53,9,4,14.845589765469825,34,2,20
300,105,285,10,22,12.800295651229026,8,2,17
60,157,5,2,0,15.338329785710599,13,2,20
90,97,58,8,22,20.980628148892535,37,2,15
45,77,181,5,15,13.841236725702657,18,1,20
150,118,148,1,17,8.731158280339997,8,2,16
150,125,182,1,18,16.70408123311213,17,2,19
120,129,277,3,4,15.384066493480491,30,1,20
180,168,7,3,14,12.859387069265399,34,4,19
150,137,14,8,10,25.344223265338492,19,3,19
180,5,169,3,20,22.872167909810408,29,50,2
120,171,278,2,1,16.230299381026622,39,1,20
240,93,114,9,6,14.932875230164619,4,4,16
30,178,200,4,21,13.64251610584497,37,1,20
300,129,230,1,2,20.62219971743379,36,1,20
45,176,215,6,14,11.149925501486836,38,1,20
150,126,37,2,14,17.060114148389,9,1,18
150,12,318,10,2,20.60774479896757,28,1,20
120,2,247,8,11,15.94967752100963,2,8,20
300,99,329,6,8,20.436115484124997,5,1,20
120,17,275,5,16,9.318517429008173,25,6,20
45,11,122,6,0,9.601693421644761,22,5,20
180,173,11,8,5,12.848410340019154,15,2,20
240,169,189,3,10,24.193760538790052,9,1,20
60,85,171,2,9,23.35563603448113,16,4,20
45,15,4,7,19,13.660386154744273,25,31,3
30,153,199,6,19,14.21094470289316,16,1,20
30,89,205,4,16,9.855985599987413,14,3,19
150,24,171,6,22,13.56583425135522,2,5,16
60,174,4,1,10,22.854909791707158,3,3,20
30,110,188,5,2,13.094372668909164,24,1,20
120,74,122,4,7,28.15815757450719,24,2,19
30,174,181,8,20,20.775072310927804,30,2,20
300,98,19,7,16,17.743476931841563,1,1,18
90,175,226,8,1,21.767604123643448,20,2,20
30,54,29,4,22,21.05598401515579,23,7,4
120,79,199,8,10,20.310700399391145,18,1,19
300,103,376,4,13,14.105406721262025,20,4,20
150,169,52,10,20,16.674988164141222,17,4,18
300,96,316,9,4,16.224316824530487,39,3,20
180,174,188,10,6,13.800457986513795,10,1,20
30,163,157,10,18,19.47515423813799,5,1,20
150,179,95,3,2,16.601572046118072,34,1,20
150,52,221,7,3,18.85378069707522,15,2,20
180,136,247,8,5,14.766784428369988,20,1,20
30,85,11,5,7,21.472884020650152,15,1,14
120,64,201,9,5,10.94262409780844,34,2,20
120,172,214,2,3,10.771692997409431,17,1,20
60,30,11,1,9,14.252128911179032,9,32,3
180,23,293,1,3,21.56151353630115,8,7,20
60,139,132,10,0,16.21589634144254,37,1,20
90,156,38,3,11,8.044581020655732,23,1,19
120,82,179,10,7,12.128366787075336,23,1,20
180,15,61,2,13,16.027007255134414,13,44,3
90,104,75,1,2,16.205903307776577,18,1,18
240,75,409,1,6,13.114509673390224,29,4,20
300,71,476,7,14,7.087096110251849,5,1,20
300,131,168,4,21,20.169734599115007,37,3,19
90,7,197,6,13,20.130817200755494,8,7,20
45,143,139,1,20,6.053968093542,20,2,20
300,44,429,6,15,27.91792662256774,23,1,19
30,14,53,2,21,8.731042827089993,15,10,20
120,123,44,4,17,20.87239007792385,35,4,18
150,33,236,2,15,16.264136166581043,25,5,20
45,34,223,2,19,13.214947141672589,36,6,20
30,53,40,7,9,13.544867727415344,36,2,20
120,103,43,3,3,8.502694167302215,36,1,20
45,138,164,5,6,15.320164281990985,14,1,20
150,3,118,6,9,13.974507875396377,36,47,2
300,24,157,9,7,12.416112009417283,37,18,5
30,132,12,3,0,-0.370828540697028,7,1,20
180,126,335,4,19,9.409312161873704,36,2,19
90,31,57,10,17,25.22327858128896,18,8,2
30,30,14,1,5,15.474627971706896,29,28,2
150,77,71,3,23,7.368292570161378,25,1,18
90,37,165,3,14,16.313876536308758,24,5,20
90,125,179,1,6,11.496959670432254,22,1,19
150,7,7,10,18,9.279615494925395,39,34,3
150,170,261,3,0,11.785448383743852,12,1,20
300,84,7,3,8,24.29385582643168,10,1,14
240,45,167,4,16,16.407150850099846,32,7,4
240,111,117,3,21,7.161343238555954,34,2,17
300,22,389,8,10,13.07680263190529,9,1,19
90,8,189,10,11,15.016843344506963,38,1,20
180,123,235,10,22,18.712277602455515,23,2,20
120,78,169,5,22,18.03162465219971,5,1,20
30,38,189,9,7,16.69043637881807,18,4,20
60,155,190,10,0,11.051826634818065,22,1,20
180,13,146,2,14,20.382194718536287,15,43,2
60,43,49,10,21,17.178909360789426,26,3,6
300,107,28,2,0,15.401818007501827,31,5,18
90,176,262,7,21,10.094642583226348,7,1,20
45,107,11,4,11,12.177248128718634,9,2,14
150,12,103,10,20,15.765661488281388,3,28,3
180,179,271,6,8,17.462776435932756,31,1,20
300,123,240,7,12,20.289163618094623,5,3,20
30,82,176,8,20,12.850933590986122,6,3,20
150,2,81,8,19,21.975358033591935,31,41,2
120,179,13,6,5,18.295048129331295,20,3,20
45,81,61,3,20,18.380828135680055,24,1,20
150,168,48,3,19,15.556389593301343,37,2,19
30,118,207,2,7,16.15538009194844,37,1,20
300,106,441,1,10,5.414708837994702,2,1,20
150,144,122,1,9,4.048134872843942,7,3,20
60,94,65,8,16,17.413662207308683,15,3,20
45,112,115,2,21,13.861360220153276,27,1,20
300,45,121,10,7,17.766245938394018,20,7,6
150,6,66,3,5,8.230336198224018,14,47,3
30,45,30,9,16,16.33935591313033,21,2,20
45,7,119,2,4,10.535585249667644,15,8,20
45,119,163,6,6,12.784956549580063,14,1,20
300,112,441,8,0,11.395880439330938,39,1,20
30,179,62,2,16,9.234333788618542,13,2,20
240,24,79,5,9,13.490413587008153,26,26,3
240,23,124,1,9,13.699568968904936,3,33,2
240,72,7,6,7,16.166528751487384,6,1,14
180,152,269,3,16,11.88699675232698,2,1,20
120,37,213,6,21,13.840497377381338,11,4,19
300,75,445,7,13,17.567482745580996,22,2,20
45,91,107,9,18,19.22601021779086,28,2,20
300,147,224,4,15,10.779882318858462,34,1,20
60,86,188,2,7,17.085194954332415,24,1,19
180,25,150,4,6,21.48913973851181,26,28,3
60,21,55,6,22,13.065772812245951,10,28,3
150,32,62,2,11,11.48226895306596,28,23,4
300,115,327,10,21,10.663499824770742,28,1,20
150,35,171,3,10,23.724081862491172,6,4,16
45,72,121,5,14,10.440059329985527,2,1,20
30,28,73,10,18,13.043007149875239,13,1,19
120,12,107,10,7,21.524834644895847,24,30,3
45,114,57,2,1,19.01088225596286,21,1,20
300,33,224,10,21,16.31162266435955,33,8,4
30,36,93,5,21,11.282493994275146,13,2,20
90,111,222,4,17,13.846660050221264,37,1,20
150,9,47,3,6,16.709602026955565,27,45,2
120,160,162,1,21,16.095664775486302,18,1,20
45,176,27,2,13,16.061794656886924,5,1,19
180,20,274,3,22,27.087557134078082,4,7,18
90,146,225,4,17,16.611568307527616,18,1,20
30,15,98,6,13,18.42691332714133,15,6,20
240,65,36,2,22,27.473519007521414,12,9,12
180,88,191,6,4,17.066296476188715,27,1,20
90,34,156,3,8,9.470417425986817,2,5,20
30,154,57,6,9,17.671695515821593,5,1,20
180,2,56,1,10,17.906957424437735,34,53,2
60,78,229,2,3,14.185995303872607,3,2,20
240,4,293,8,21,9.656439707421415,24,8,16
150,1,48,5,16,25.559821879231762,4,51,2
180,100,48,5,21,10.925378245702479,21,3,18
120,54,71,1,8,5.348216103259306,34,6,6
240,121,108,1,5,17.919611069066345,4,1,16
60,134,161,6,20,17.585000169655338,17,1,19
45,15,90,9,14,21.424586989946334,30,5,20
30,61,119,6,17,17.047602279255262,19,1,19
90,39,109,9,12,10.780317046298551,3,1,20
120,34,1,2,20,15.08179921755788,10,21,5
240,87,278,7,2,18.276755095291165,33,5,20
60,49,2,7,5,11.188759265456365,21,4,5
150,28,121,8,9,10.80366515998388,9,17,4
240,147,265,8,5,3.8352462450616844,16,3,20
300,154,88,5,9,16.30835093458794,14,2,20
150,53,259,1,21,24.806780374740253,8,4,19
180,157,354,6,23,15.042230297641561,18,3,20
180,147,10,1,4,9.28478894859974,28,1,20
60,66,204,6,5,18.262317224934435,2,1,20
300,85,144,10,22,19.13418933378413,6,4,16
60,101,236,4,21,11.578182126750008,25,1,19
150,113,58,6,2,21.813786301329216,32,3,20
240,70,413,1,4,11.138450287913336,19,1,20
30,42,99,2,10,20.452177621207632,29,5,20
180,139,110,5,8,14.633657633070483,2,3,20
150,134,98,9,17,13.455155529391757,18,3,19
90,163,71,3,14,16.86499370365901,5,2,18
120,43,227,1,0,15.600365339157593,34,3,20
45,103,140,5,23,13.038044559139404,13,1,20
240,59,381,2,5,5.878889387340715,5,3,20
240,94,153,10,6,17.637333098869004,31,1,17
300,110,229,6,8,15.694586082068502,5,1,17
45,7,42,10,9,12.073582893768306,12,35,2
120,7,102,4,15,17.333059676894752,15,45,4
180,165,65,6,16,21.289759440039752,34,4,20
60,11,60,4,22,20.512046441163825,26,12,15
90,47,150,9,19,16.100581321324356,10,2,20
60,89,112,8,17,13.611674248803112,19,1,20
90,25,77,4,6,17.475999133907774,14,28,4
180,9,130,8,15,15.10023219166569,32,34,3
240,147,99,7,0,24.551415682187013,36,1,20
150,94,36,8,4,19.227086660778255,33,1,19
300,131,151,6,2,23.476691154601557,24,2,20
120,178,16,4,13,10.101903698013018,17,1,20
45,137,151,7,6,21.017870622923656,18,2,20
30,52,144,10,13,11.29255310772825,13,1,20
180,161,2,1,23,23.370202689794173,35,1,20
30,4,109,5,23,24.637944870787393,30,5,20
45,83,199,9,15,15.390598377897582,27,3,19
150,104,68,8,19,17.835829443354875,21,1,17
240,53,144,3,11,18.33440458548569,19,5,4
240,21,120,2,0,13.524166349782405,30,32,6
240,39,84,5,1,20.806769492193634,15,9,6
180,123,14,7,21,28.889408457139197,26,3,20
45,172,9,5,16,9.028109523091318,6,2,19
60,90,138,2,4,12.547888647519237,21,1,20
120,166,13,10,1,13.178155839084205,13,1,20
90,41,267,6,23,20.666092952449937,35,2,20
45,68,211,8,8,17.43633270678538,22,1,20
150,175,280,1,6,16.65317148362107,38,1,20
300,41,321,9,16,8.16790701152252,33,2,20
60,7,169,5,18,8.351001686540467,38,8,20
300,142,347,1,8,29.13836281679196,2,1,20
180,142,123,9,14,24.041984336961846,17,2,19
120,157,214,7,7,12.0989008784551,15,2,20
120,136,284,7,17,23.384611108980202,30,3,20
240,31,98,8,23,10.810194813961191,14,11,8
240,120,318,5,12,17.197259677833003,33,3,19
60,171,189,4,3,22.306413175513736,25,1,20
45,71,180,3,12,13.604528325412435,32,1,20
240,22,317,9,15,13.771877102279475,38,1,20
150,59,92,2,2,8.56283375631102,2,3,5
45,99,220,10,11,10.416454381691505,17,1,20
45,77,216,7,1,10.624452130255555,5,1,20
30,63,99,4,4,16.01195188811091,1,1,20
30,18,3,2,10,16.098583311925097,33,35,1
120,112,234,10,23,21.79947054234532,23,3,20
300,70,268,1,11,18.233596635041046,26,11,11
150,156,62,1,21,22.472681183264797,28,3,19
150,125,202,4,23,16.699195122535553,13,4,20
240,19,179,10,2,12.14647452073908,4,15,7
60,51,178,5,19,25.38525326856834,24,1,19
60,28,32,5,22,10.499794767464179,9,21,2
300,67,304,4,16,8.902089825860838,18,2,20
240,99,168,3,12,12.69645941251329,27,6,16
240,37,237,5,12,19.957946912974727,7,13,3
60,151,172,8,0,14.893078783545656,13,1,20
150,116,210,6,0,15.186515178516844,21,1,20
30,103,89,1,6,17.725059651866225,18,1,19
150,110,286,3,7,16.858011878573127,21,2,19
30,137,207,7,19,19.6239078067938,26,1,20
300,73,434,8,19,16.878392605888838,26,1,20
90,91,51,10,12,13.295504089098792,20,1,18
90,9,197,5,12,23.821266456213557,34,6,19
300,48,275,9,15,13.413359638326,6,6,5
90,100,45,8,2,20.14509358969228,22,1,20
45,35,44,6,14,21.908921709518346,26,11,5
150,97,171,5,19,17.463484931928964,13,1,19
60,5,47,7,21,13.141256804209693,21,37,1
120,172,62,1,18,12.683967048280287,35,2,18
180,117,52,8,4,11.070297517830546,27,1,20
45,81,61,6,6,16.709111408316197,20,4,20
300,103,4,9,22,25.765022794476497,28,1,19
120,178,165,4,4,6.307056638596709,10,1,20
60,175,206,2,22,21.815941127335567,22,1,20
30,109,75,1,19,12.39919954507602,37,1,20
45,5,219,6,2,18.474775150163985,25,6,20
60,60,219,9,17,12.64368486165159,16,1,18
240,9,184,9,5,11.197486133494674,19,34,3
60,67,8,7,23,21.101205720471437,38,2,14
240,101,374,3,18,19.744276908543867,25,1,18
60,164,65,1,16,17.16754842705676,2,1,20
240,105,98,9,1,14.086074711332362,16,3,20
120,176,291,4,23,20.339020302669017,17,1,20
240,139,202,5,14,17.42268018443744,13,2,20
180,24,97,5,19,9.42270540706997,37,26,3
150,66,306,8,20,18.27352864819496,5,3,20
45,179,156,7,9,10.725542620455695,31,1,20
300,3,247,4,8,12.330029824972863,18,50,3
180,76,195,2,7,25.627525348692416,26,3,20
300,121,17,10,23,17.593597587319817,22,2,20
150,41,59,10,7,16.768920001676427,28,4,5
300,6,76,6,11,9.497651752080433,15,40,2
45,91,172,6,6,8.803909187352666,20,2,19
90,29,109,5,3,17.222365129752674,18,1,19
90,125,43,7,14,10.36251462711179,23,3,19
300,174,133,7,6,12.876871309440606,16,3,20
30,159,194,1,13,17.09568508361192,12,3,19
240,9,257,2,21,10.24777222780494,25,11,16
300,140,450,9,7,6.795260087279885,18,2,20
300,62,274,1,5,14.898078957112384,33,9,13
150,157,88,2,11,13.414771428301902,31,1,19
150,58,191,4,18,9.054711684362118,39,1,19
30,26,147,1,0,23.47842957000631,29,5,20
150,2,327,8,8,13.97214523948275,18,8,20
300,9,183,6,2,20.50447700086279,39,36,5
30,8,203,7,20,10.264789898787342,26,10,20
45,20,162,1,17,12.35073220692213,37,10,19
120,79,218,7,5,20.970967960045208,10,1,19
180,99,344,4,0,14.605378368036286,17,1,20
45,22,110,9,8,21.481669608251853,28,3,20
30,171,93,4,8,20.00185116537023,33,1,20
300,72,54,5,23,19.530854046635003,28,1,16
240,104,318,7,7,11.29355810116482,36,3,20
90,160,161,5,4,23.29051608069131,12,2,20
90,142,241,3,19,18.07570259241811,9,1,20
180,74,108,2,0,16.067832630692475,29,6,15
60,7,0,10,0,11.900773342886348,12,29,5
120,136,102,8,19,19.561072352912113,32,1,20
180,147,139,1,13,10.907635144969232,11,1,20
90,7,20,5,7,21.645661754685868,23,42,4
300,61,87,5,15,13.9083763495069,35,4,11
180,142,250,3,6,6.1730143530543895,23,1,19
60,23,151,4,7,17.499647196039994,24,6,20
240,137,392,7,8,10.984158261734349,34,1,20
45,102,194,10,1,13.316214219108923,19,1,20
150,90,226,5,2,13.875792872007708,29,1,20
90,46,160,4,9,12.990159027717766,12,1,20
120,115,257,2,17,19.126781207433783,34,3,20
90,138,99,1,15,19.540351216113343,29,1,19
45,21,28,5,10,14.903473990464239,22,27,3
45,54,140,4,8,17.046011247603854,22,1,20
300,164,325,7,22,11.074196015485246,6,1,20
90,74,198,1,10,16.08954351571311,3,1,19
90,49,118,3,12,14.266681661094342,18,1,19
30,95,202,4,19,17.703583659082625,4,3,19
150,113,154,5,9,12.49046170667843,1,1,20
300,162,23,1,8,17.196684266381716,19,1,20
240,83,238,8,16,8.052000615468515,16,2,15
300,177,437,9,5,20.30269177123785,6,1,20
30,41,154,2,10,14.487379985970698,26,7,19
180,10,73,8,2,7.641212894006403,11,34,6
30,126,93,5,17,14.787396807711767,19,1,20
45,58,10,6,11,16.60612458032784,19,4,7
45,54,141,1,23,15.609820186465367,20,1,20
60,60,44,10,18,18.97617742141498,21,6,4
60,14,167,10,22,14.114328567250215,22,1,19
90,95,98,4,0,14.92933893992712,12,2,20
150,114,29,7,10,15.635330676900873,20,3,17
90,125,168,8,7,14.241873393075377,9,1,20
180,66,323,8,17,13.95320235628048,32,1,20
90,31,179,9,11,16.767990459577565,4,1,20
300,14,227,3,6,14.161004805948762,29,41,3
45,144,72,10,8,16.663901892867322,28,2,20
30,145,75,7,12,3.061588276498224,27,2,20
180,27,63,1,10,13.452571538717333,1,31,2
180,147,291,8,23,23.760138714664887,35,1,20
45,19,163,9,11,23.072016214035855,39,5,20
240,170,134,9,9,7.958586219376333,17,2,19
120,17,41,5,0,18.61300964029129,17,28,5
30,112,136,2,5,15.653109841484344,32,3,18
60,55,232,5,3,16.435038723278105,19,1,20
150,157,115,8,12,16.33079694415757,22,1,20
60,71,84,7,20,17.293084679042266,14,1,18
90,7,137,1,20,18.87701032377001,30,17,14
45,32,65,9,5,14.970951804893401,30,2,20
240,11,267,8,16,14.66802259894295,22,6,17
240,104,47,2,6,22.986743524637358,32,1,15
90,134,225,2,11,10.559848270675108,9,1,20
240,61,13,3,5,7.833606047989813,38,9,13
180,128,242,10,11,12.495537855773716,39,3,20
150,3,237,1,22,16.39974466606541,20,15,15
60,56,24,7,22,11.123490975627426,21,5,6
240,56,322,4,16,12.567031721157148,19,1,19
45,168,139,9,12,12.31293117665022,9,1,20
90,97,43,3,23,21.50400031462968,6,1,19
120,2,207,3,9,13.697151591231787,29,13,19
120,54,125,5,9,10.300200872711075,39,1,17
60,14,25,10,9,16.5192215328124,5,27,4
300,148,444,3,15,13.14641080500219,36,2,20
60,93,57,7,2,15.199122868652532,28,1,19
60,115,38,9,16,16.86413343615019,5,1,20
30,57,75,6,13,15.95393397893962,33,3,20
60,25,95,7,19,19.292559927347714,9,1,20
240,17,30,10,23,10.381960700154405,32,21,6
240,88,176,6,8,10.948036642508878,22,2,18
300,165,265,9,0,11.899176925963134,3,3,20
180,96,101,10,18,18.51560408296037,21,3,17
90,139,259,7,0,16.924880072392433,18,1,20
90,135,99,1,8,17.077106845820825,4,1,20
150,78,117,4,7,11.659544040401952,37,7,13
120,72,89,3,15,7.294321548610871,3,7,14
120,73,22,4,8,17.068683872258006,15,4,14
90,30,63,5,0,13.73004951490547,15,17,7
90,111,122,7,14,21.138216044193637,8,2,20
180,140,35,5,12,18.163043696175198,10,1,20
240,62,276,3,12,16.397787580593302,16,3,20
240,171,114,9,14,16.202794939472636,39,3,19
180,162,276,9,1,8.744600964527356,33,1,20
90,47,137,10,0,17.743898802768193,24,3,20
30,132,55,6,18,7.516904722919952,5,3,20
60,54,41,7,1,17.718843235868004,8,3,8
120,95,159,9,10,12.6275624976413,37,3,20
240,90,251,2,1,12.141516989157195,32,1,20
45,73,137,4,5,14.030617572731295,36,3,19
120,120,254,9,8,25.004427421683634,28,1,20
300,127,39,9,1,15.484404670675488,27,5,20
150,98,242,10,15,20.783720016588923,17,2,20
90,145,216,9,17,12.904286469837864,1,1,18
90,52,88,6,3,10.692370731994155,35,5,8
150,42,103,2,19,15.962833060803955,36,15,3
240,22,250,5,14,19.26118707216454,24,7,16
45,119,208,9,5,21.65709642976792,17,1,18
180,27,81,3,6,10.777940067181888,24,27,4
45,151,72,10,13,17.3020178741159,3,1,20
90,44,173,7,7,15.829441599006277,20,1,19
30,79,3,3,2,18.659592990982418,13,1,14
180,120,165,6,12,16.517939045755707,2,1,19
120,119,277,4,13,13.39805380033102,24,1,20
60,104,19,4,1,23.712188230739027,20,2,18
300,11,431,3,3,13.114740590764582,14,7,17
300,31,187,5,15,30.5403307820507,3,21,6
45,147,133,5,12,11.591335584002941,22,2,20
120,100,64,8,0,11.202815698231062,21,1,19
90,9,88,3,23,36.03101918363409,33,42,6
90,76,119,6,18,22.085361358591673,19,2,20
45,119,177,3,0,25.64378526530213,37,2,20
240,167,226,5,3,15.325070453749047,27,2,20
180,26,148,4,18,13.728927163285398,13,24,2
180,122,32,6,12,7.915502252986057,8,6,18
30,135,165,6,4,18.6323653264227,24,1,20
240,60,219,7,3,14.865635998291117,28,2,9
300,134,441,5,12,12.537294721340706,4,4,20
120,176,73,7,13,17.59135516108112,38,1,19
240,75,276,7,1,11.160368349489321,14,1,20
180,129,149,7,5,15.025345512576,13,2,20
240,32,77,3,15,12.926074700911016,9,24,4
300,83,199,8,9,9.811595385786124,22,1,16
120,94,41,6,19,17.7657613900824,19,2,17
180,153,163,2,20,14.76386017757535,25,1,20
60,151,60,6,14,13.763458167447503,4,2,20
300,60,279,3,4,18.77234886538939,14,3,8
120,30,89,2,9,6.621243075277187,7,27,3
300,49,375,4,7,21.562773871027314,17,1,20
45,152,18,8,8,30.376513905446014,19,3,20
150,122,314,8,6,7.40363279559921,26,1,20
90,67,173,6,23,10.557089558303117,30,1,20
90,55,142,8,17,20.70470980033623,24,1,20
150,36,32,10,12,18.112756575445477,5,4,6
150,17,189,2,16,14.76353341405609,22,10,16
90,6,33,10,15,18.040801702410185,13,35,3
180,63,233,6,17,15.749027676260061,35,2,19
120,63,131,5,0,15.238680385088424,11,1,20
45,176,151,1,2,14.898042515561347,2,1,20
90,169,112,3,17,8.968513072453367,11,2,20
240,98,319,10,13,19.21384285316243,4,1,20
90,157,269,3,21,9.933500267369872,1,1,20
180,127,246,10,13,12.101246801905393,14,1,20
300,26,346,8,14,17.309329640009267,39,2,18
30,78,205,4,14,11.685332582645973,8,1,20
150,119,4,1,8,9.965632519942243,3,3,17
30,38,86,1,19,15.114780143835915,32,7,18
60,28,163,9,4,17.573368137450235,27,1,20
30,170,48,6,11,17.283142742031178,17,2,19
180,80,216,5,7,14.009669119774346,31,1,20
45,176,162,8,11,11.139445960152063,20,2,20
240,90,229,8,7,4.3064759839778475,1,1,15
240,153,211,7,17,14.539656823348789,8,2,20
300,24,75,3,15,12.406353722737947,38,30,3
30,114,134,7,7,17.934786525274987,2,3,20
240,169,191,5,15,20.64589835755715,15,1,20
300,175,439,1,4,21.67534780512829,20,1,20
180,72,335,10,5,13.171933826280409,15,1,19
240,34,347,5,1,20.13225460176041,22,2,20
240,144,265,1,11,9.285161626140994,7,4,20
45,1,124,5,14,12.586179293701065,6,8,20
300,59,31,10,22,12.731411470244137,19,4,6
300,40,262,10,22,10.066663809590736,11,7,4
90,149,204,2,10,15.749881320205386,35,1,19
150,46,224,4,4,21.131007404202194,4,1,20
180,11,257,5,11,17.44876714315737,2,4,17
120,60,187,10,15,13.433792382196186,11,1,20
150,118,154,8,10,12.700096799318679,8,1,20
90,128,38,1,17,4.700263954118373,12,2,18
45,144,224,4,15,8.482180545192211,31,1,19
45,147,51,8,23,9.829701502513425,26,1,20
45,17,40,3,0,19.20898321159802,30,34,3
60,161,7,10,3,13.602723695175175,29,1,20
120,126,62,4,2,16.43437149896142,28,1,20
240,69,0,1,5,15.285473386890505,7,6,13
180,47,108,4,13,18.33497595219822,39,6,4
150,93,157,2,8,9.198049025408697,36,1,20
90,83,256,2,16,11.319500123210886,26,3,20
45,116,197,6,21,22.154139174176784,31,1,19
300,161,317,1,4,4.9033100497005595,31,2,20
90,77,116,1,6,18.954511214149264,26,1,20
45,74,151,10,17,13.560933854790713,39,1,20
30,29,138,3,4,18.06732628845754,21,4,20
150,134,317,2,14,9.747148711651757,12,1,20
180,170,227,9,23,14.063290534032577,31,2,20
180,91,129,3,17,18.6319427760701,23,2,14
120,31,37,1,12,18.05500730613539,18,28,2
180,158,158,10,20,12.18691417957988,23,1,19
120,171,240,1,17,16.257459732625623,9,1,20
